# OCP data for Sony LFP positive electrode, delithiation
# sto,ocp
0.931033,3.443692
0.930977,3.443692
0.930922,3.443502
0.930866,3.443502
0.930811,3.443692
0.930756,3.443502
0.930700,3.443502
0.930645,3.443502
0.930589,3.443502
0.930534,3.443502
0.930479,3.443502
0.930423,3.443502
0.930368,3.443502
0.930312,3.443502
0.930257,3.443692
0.930202,3.443502
0.930146,3.443502
0.930091,3.443502
0.930035,3.443502
0.929980,3.443502
0.929925,3.443502
0.929869,3.443502
0.929814,3.443502
0.929758,3.443502
0.929703,3.443502
0.929648,3.443502
0.929592,3.443502
0.929537,3.443502
0.929481,3.443502
0.929426,3.443502
0.929371,3.443502
0.929315,3.443502
0.929260,3.443502
0.929204,3.443502
0.929149,3.443502
0.929094,3.443502
0.929038,3.443502
0.928983,3.443502
0.928927,3.443502
0.928872,3.443502
0.928817,3.443502
0.928761,3.443502
0.928706,3.443502
0.928651,3.443502
0.928595,3.443502
0.928540,3.443502
0.928484,3.443502
0.928429,3.443502
0.928374,3.443502
0.928318,3.443502
0.928263,3.443502
0.928207,3.443502
0.928152,3.443502
0.928097,3.443502
0.928041,3.443502
0.927986,3.443502
0.927930,3.443502
0.927875,3.443502
0.927820,3.443502
0.927764,3.443502
0.927709,3.443502
0.927653,3.443502
0.927598,3.443502
0.927543,3.443502
0.927487,3.443502
0.927432,3.443502
0.927376,3.443502
0.927321,3.443502
0.927266,3.443502
0.927210,3.443311
