# OCP data for Sony Graphite negative electrode, lithiation
# sto,ocp
0.049028,0.288247
0.049082,0.288056
0.049137,0.287865
0.049192,0.287675
0.049246,0.287484
0.049301,0.287102
0.049355,0.286912
0.049410,0.286721
0.049464,0.286530
0.049519,0.286339
0.049573,0.285958
0.049628,0.285767
0.049682,0.285576
0.049737,0.285385
0.049791,0.285195
0.049846,0.284813
0.049900,0.284813
0.049955,0.284432
0.050010,0.284241
0.050064,0.284050
0.050119,0.283859
0.050173,0.283478
0.050228,0.283287
0.050282,0.283096
0.050337,0.282906
0.050391,0.282524
0.050446,0.282524
0.050500,0.282333
0.050555,0.282142
0.050609,0.281761
0.050664,0.281570
0.050719,0.281379
0.050773,0.281189
0.050828,0.280998
0.050882,0.280616
0.050937,0.280426
0.050991,0.280235
0.051046,0.280044
0.051100,0.279853
0.051155,0.279662
0.051209,0.279472
0.051264,0.279090
0.051318,0.279090
0.051373,0.278709
0.051428,0.278709
0.051482,0.278327
0.051537,0.278136
0.051591,0.277946
0.051646,0.277564
0.051700,0.277564
0.051755,0.277183
0.051809,0.277183
0.051864,0.276801
0.051918,0.276610
0.051973,0.276419
0.052027,0.276229
0.052082,0.276038
0.052136,0.275847
0.052191,0.275656
0.052246,0.275466
0.052300,0.275275
0.052355,0.275084
0.052409,0.274703
0.052464,0.274512
0.052518,0.274321
0.052573,0.274130
0.052627,0.273940
0.052682,0.273749
0.052736,0.273558
0.052791,0.273367
0.052845,0.273176
0.052900,0.272986
0.052955,0.272604
0.053009,0.272604
0.053064,0.272223
0.053118,0.272032
0.053173,0.271841
0.053227,0.271650
0.053282,0.271460
0.053336,0.271078
0.053391,0.271078
0.053445,0.270696
0.053500,0.270506
0.053554,0.270315
0.053609,0.270124
0.053663,0.269933
0.053718,0.269743
0.053773,0.269552
0.053827,0.269361
0.053882,0.269170
0.053936,0.268980
0.053991,0.268789
0.054045,0.268598
0.054100,0.268407
0.054154,0.268026
0.054209,0.268026
0.054263,0.267835
0.054318,0.267453
0.054372,0.267263
0.054427,0.267072
0.054482,0.266881
0.054536,0.266690
0.054591,0.266500
0.054645,0.266309
0.054700,0.266118
0.054754,0.265927
0.054809,0.265737
0.054863,0.265546
0.054918,0.265355
0.054972,0.265164
0.055027,0.264974
0.055081,0.264783
0.055136,0.264592
0.055191,0.264210
0.055245,0.264020
0.055300,0.263829
0.055354,0.263829
0.055409,0.263638
0.055463,0.263447
0.055518,0.263066
0.055572,0.262875
0.055627,0.262684
0.055681,0.262684
0.055736,0.262303
0.055790,0.262112
0.055845,0.261921
0.055899,0.261731
0.055954,0.261540
0.056009,0.261349
0.056063,0.261158
0.056118,0.260967
0.056172,0.260777
0.056227,0.260586
0.056281,0.260395
0.056336,0.260204
0.056390,0.260014
0.056445,0.259823
0.056499,0.259632
0.056554,0.259441
0.056608,0.259251
0.056663,0.259060
0.056718,0.258869
0.056772,0.258678
0.056827,0.258487
0.056881,0.258297
0.056936,0.258106
0.056990,0.257724
0.057045,0.257724
0.057099,0.257534
0.057154,0.257343
0.057208,0.257152
0.057263,0.256961
0.057317,0.256771
0.057372,0.256580
0.057426,0.256389
0.057481,0.256198
0.057536,0.256008
0.057590,0.255817
0.057645,0.255626
0.057699,0.255435
0.057754,0.255054
0.057808,0.255054
0.057863,0.254863
0.057917,0.254672
0.057972,0.254481
0.058026,0.254291
0.058081,0.254100
0.058135,0.253909
0.058190,0.253718
0.058245,0.253528
0.058299,0.253337
0.058354,0.253146
0.058408,0.252955
0.058463,0.252765
0.058517,0.252574
0.058572,0.252383
0.058626,0.252192
0.058681,0.252001
0.058735,0.251811
0.058790,0.251620
0.058844,0.251429
0.058899,0.251238
0.058953,0.251238
0.059008,0.250857
0.059063,0.250857
0.059117,0.250475
0.059172,0.250475
0.059226,0.250094
0.059281,0.250094
0.059335,0.249712
0.059390,0.249712
0.059444,0.249331
0.059499,0.249331
0.059553,0.249140
0.059608,0.248949
0.059662,0.248758
0.059717,0.248568
0.059772,0.248377
0.059826,0.248186
0.059881,0.247995
0.059935,0.247805
0.059990,0.247614
0.060044,0.247423
0.060099,0.247423
0.060153,0.247232
0.060208,0.246851
0.060262,0.246660
0.060317,0.246660
0.060371,0.246278
0.060426,0.246278
0.060481,0.245897
0.060535,0.245897
0.060590,0.245706
0.060644,0.245515
0.060699,0.245325
